Credit_Limit;Customer_Age;Gender;Dependent_count;Education_Level;Marital_Status;Income_Category;Card_Category;Months_on_book;Total_Revolving_Bal;Total_Trans_Amt;Total_Trans_Ct;Avg_Utilization_Ratio
7547;62;M;1;High School;Single;$60K - $80K;Blue;46;2477;5294;73;0.328
34516;44;M;4;Unknown;Married;$120K +;Blue;36;0;5425;60;0
10677;45;F;4;Graduate;Married;Less than $40K;Silver;40;0;8637;94;0
2340;53;M;5;Uneducated;Unknown;$80K - $120K;Blue;47;1612;8851;88;0.689
23981;38;F;3;High School;Single;$40K - $60K;Gold;26;0;7872;103;0
6329;44;F;4;Doctorate;Married;$40K - $60K;Blue;30;1643;8514;109;0.26
4960;42;M;3;Uneducated;Married;$40K - $60K;Blue;37;1724;8218;88;0.348
34516;44;M;2;High School;Unknown;$60K - $80K;Silver;39;1601;7491;86;0.046
15987;55;F;3;College;Single;Less than $40K;Gold;35;1973;7345;98;0.123
3244;52;F;1;Uneducated;Single;Less than $40K;Blue;36;1855;8087;95;0.572
7298;48;M;4;Graduate;Married;$60K - $80K;Blue;37;2517;7973;88;0.345
28307;48;M;4;Graduate;Married;$80K - $120K;Blue;40;1506;9042;122;0.053
2430;47;M;2;Graduate;Married;$40K - $60K;Blue;42;1657;8444;100;0.682
7650;49;M;1;Graduate;Married;$120K +;Blue;29;2045;8609;109;0.267
6443;47;F;3;College;Divorced;$40K - $60K;Blue;41;2073;9277;92;0.322
13356;47;M;2;Uneducated;Married;$80K - $120K;Blue;41;1497;8963;105;0.112
4675;56;M;2;Graduate;Single;$120K +;Blue;51;1340;8037;100;0.287
2177;61;M;1;Uneducated;Single;$40K - $60K;Blue;52;1329;7037;82;0.61
34516;45;M;4;Doctorate;Single;$120K +;Gold;36;1411;8007;96;0.041
2821;49;F;2;Graduate;Married;Less than $40K;Blue;39;1995;8220;103;0.707
6769;44;F;4;Uneducated;Married;Less than $40K;Blue;36;1133;7986;88;0.167
34516;50;M;1;Post-Graduate;Unknown;$80K - $120K;Gold;36;0;5547;75;0
30172;51;M;1;High School;Married;$120K +;Blue;43;1825;8879;101;0.06
7742;44;F;5;Uneducated;Single;Less than $40K;Blue;36;1163;9081;100;0.15
11814;46;M;3;Unknown;Single;$80K - $120K;Blue;35;1440;9185;100;0.122
28687;41;M;4;Unknown;Married;$80K - $120K;Blue;32;1607;7523;90;0.056
25653;51;M;4;Graduate;Married;$60K - $80K;Silver;33;2059;8305;103;0.08
4705;52;F;1;Graduate;Single;$40K - $60K;Blue;40;890;8226;97;0.189
19150;39;M;3;High School;Married;$80K - $120K;Blue;27;1093;8327;85;0.057
34516;38;M;2;High School;Single;$60K - $80K;Gold;18;1494;7885;85;0.043
11765;51;M;3;Graduate;Married;$80K - $120K;Blue;46;1429;8914;99;0.121
16627;41;M;3;High School;Divorced;$80K - $120K;Blue;28;2118;7996;99;0.127
13553;43;M;2;Post-Graduate;Married;$60K - $80K;Blue;34;1448;8751;94;0.107
11476;40;M;3;High School;Married;$60K - $80K;Blue;28;2365;8110;113;0.206
5182;58;M;1;Uneducated;Single;$80K - $120K;Blue;54;1459;7960;112;0.282
23026;44;M;2;Post-Graduate;Married;$60K - $80K;Blue;34;2517;4909;52;0.109
18477;48;M;4;Graduate;Married;$60K - $80K;Blue;37;0;8695;95;0
29890;49;M;4;Unknown;Married;$80K - $120K;Blue;38;0;3315;47;0
8290;48;M;3;Unknown;Unknown;$60K - $80K;Blue;36;1030;8980;93;0.124
16199;44;M;3;College;Married;$40K - $60K;Silver;36;1533;8150;106;0.095
3723;54;F;1;Unknown;Single;Unknown;Blue;36;1728;8554;99;0.464
12695;45;M;2;Graduate;Single;Less than $40K;Silver;32;1613;8328;94;0.127
34516;54;F;0;Graduate;Single;Unknown;Platinum;38;0;3901;54;0
30379;46;M;2;Unknown;Married;$60K - $80K;Silver;39;2175;9059;100;0.072
9875;37;F;3;Graduate;Single;$40K - $60K;Blue;25;1239;8920;105;0.125
34516;41;M;4;Unknown;Married;$60K - $80K;Platinum;26;1559;8888;104;0.045
2600;43;M;2;High School;Married;$60K - $80K;Blue;37;2047;8804;111;0.787
34516;39;M;2;Unknown;Single;$80K - $120K;Gold;33;0;9179;113;0
12218;61;M;0;Post-Graduate;Single;$60K - $80K;Blue;43;0;5272;62;0
34516;51;M;3;Uneducated;Married;$80K - $120K;Silver;37;0;8736;97;0
21754;48;F;2;Uneducated;Divorced;$40K - $60K;Silver;39;0;9105;104;0
8396;46;M;2;Uneducated;Single;$60K - $80K;Blue;35;604;8329;101;0.072
15987;39;F;1;Unknown;Single;Less than $40K;Platinum;35;1494;8438;92;0.093
12094;55;F;0;Graduate;Single;Less than $40K;Silver;49;1870;8285;106;0.155
2946;44;M;4;High School;Single;$60K - $80K;Blue;36;743;8553;88;0.252
17812;48;M;2;Uneducated;Single;$40K - $60K;Silver;40;0;8379;106;0
13743;46;F;4;College;Single;$40K - $60K;Blue;41;0;9406;106;0
23981;39;F;2;Unknown;Single;$40K - $60K;Gold;36;1696;8646;97;0.071
15785;45;F;2;Uneducated;Divorced;$40K - $60K;Silver;40;1174;8097;105;0.074
3015;43;F;4;Graduate;Single;Less than $40K;Blue;32;0;5372;75;0
19000;40;F;3;High School;Married;$40K - $60K;Silver;34;1568;8443;97;0.083
11714;49;M;2;High School;Married;$120K +;Blue;39;949;5366;68;0.081
11135;39;F;2;Unknown;Single;$40K - $60K;Blue;29;1563;8777;112;0.14
34516;47;M;2;College;Married;$60K - $80K;Silver;35;1349;8582;106;0.039
34516;42;M;4;Graduate;Single;$80K - $120K;Silver;38;2273;8502;103;0.066
13259;44;F;1;Unknown;Divorced;Less than $40K;Silver;34;866;8998;102;0.065
5660;47;M;1;College;Married;$80K - $120K;Blue;39;2210;7867;100;0.39
23355;63;M;1;High School;Single;$60K - $80K;Blue;54;1061;8634;95;0.045
20734;49;M;2;Uneducated;Married;$80K - $120K;Blue;31;2517;8888;103;0.121
2476;43;F;3;Graduate;Married;$40K - $60K;Blue;37;1396;8785;111;0.564
34516;55;M;4;Graduate;Single;$120K +;Silver;36;2443;8765;105;0.071
7552;46;F;4;High School;Unknown;Less than $40K;Blue;37;0;5537;63;0
14630;42;M;3;Unknown;Married;Less than $40K;Silver;31;0;8217;99;0
6080;43;M;3;Graduate;Single;$40K - $60K;Blue;35;787;4866;56;0.129
28605;51;M;1;High School;Single;$80K - $120K;Blue;38;0;5524;67;0
2886;49;M;4;Unknown;Unknown;$80K - $120K;Blue;39;925;5481;58;0.321
34516;51;F;2;Graduate;Single;Unknown;Platinum;32;531;5418;65;0.015
10850;31;F;0;Uneducated;Divorced;Less than $40K;Silver;23;1873;13794;127;0.173
24244;43;M;4;Graduate;Divorced;$80K - $120K;Blue;32;1649;8074;84;0.068
17218;59;M;0;Graduate;Single;$60K - $80K;Blue;46;1829;7971;97;0.106
14746;41;F;2;Unknown;Married;Unknown;Blue;21;0;14771;127;0
34516;53;M;2;College;Single;$120K +;Gold;36;1051;8938;114;0.03
34458;39;M;1;Uneducated;Single;$80K - $120K;Blue;36;846;8271;94;0.025
34516;57;M;3;Unknown;Single;$120K +;Silver;49;2517;8596;102;0.073
9369;60;M;1;High School;Divorced;$40K - $60K;Blue;53;1813;7699;101;0.194
22741;51;M;0;High School;Unknown;$80K - $120K;Blue;44;2176;8438;100;0.096
9110;46;F;3;Unknown;Single;$40K - $60K;Blue;39;2517;5290;69;0.276
34516;45;M;2;Graduate;Married;$60K - $80K;Platinum;31;1308;8773;105;0.038
17277;41;M;3;Graduate;Married;$60K - $80K;Blue;29;2151;8838;97;0.125
34516;56;M;0;High School;Unknown;$120K +;Blue;49;2156;8766;78;0.062
33565;39;F;3;Uneducated;Single;Unknown;Silver;35;1627;8360;94;0.048
20176;49;F;3;Graduate;Single;$40K - $60K;Silver;36;2219;8255;86;0.11
3751;45;M;3;Graduate;Single;$40K - $60K;Blue;38;1869;9497;106;0.498
2519;47;F;5;Unknown;Unknown;Less than $40K;Blue;42;1584;8852;95;0.629
13067;50;M;2;Unknown;Married;$40K - $60K;Blue;43;0;5468;71;0
3399;45;F;3;High School;Married;$40K - $60K;Blue;37;0;5529;78;0
11529;45;M;2;High School;Married;$40K - $60K;Blue;33;1823;8135;97;0.158
8694;40;F;3;Graduate;Divorced;Less than $40K;Blue;31;1117;9523;105;0.128
6616;52;F;1;Graduate;Single;Less than $40K;Blue;36;831;9065;85;0.126
11467;51;M;2;Graduate;Married;$40K - $60K;Blue;45;1146;14373;97;0.1
15821;44;M;2;Graduate;Unknown;$80K - $120K;Blue;37;1334;8927;103;0.084
34516;56;F;3;Uneducated;Single;Unknown;Platinum;46;0;8416;93;0
15795;30;M;1;High School;Married;$60K - $80K;Blue;16;1742;13173;96;0.11
3109;62;F;1;Graduate;Single;Less than $40K;Blue;56;0;5470;72;0
8837;47;F;4;Post-Graduate;Single;Less than $40K;Blue;27;2517;8210;100;0.285
6551;42;F;4;Unknown;Married;Less than $40K;Blue;37;1718;13363;99;0.262
2540;52;F;2;High School;Single;$40K - $60K;Blue;36;1093;9339;99;0.43
8110;46;F;4;Uneducated;Divorced;Unknown;Blue;34;1549;8033;94;0.191
6146;54;F;3;Graduate;Single;Unknown;Blue;47;2210;12956;97;0.36
2236;58;M;2;Unknown;Single;$60K - $80K;Blue;48;710;2562;38;0.318
3711;34;M;1;Unknown;Single;$80K - $120K;Blue;22;1413;3922;51;0.381
2082;43;F;4;Uneducated;Married;Less than $40K;Blue;30;1794;3423;48;0.862
9959;49;M;4;Graduate;Married;$80K - $120K;Blue;29;2216;15139;90;0.223
18980;55;M;4;Unknown;Single;$60K - $80K;Blue;48;2517;8295;113;0.133
15472;47;F;3;Graduate;Married;$40K - $60K;Silver;29;865;14132;103;0.056
21498;50;F;2;Unknown;Single;Unknown;Blue;42;1542;13015;104;0.072
2667;41;F;1;High School;Single;$40K - $60K;Blue;36;0;4399;54;0
4291;44;F;2;Graduate;Single;Less than $40K;Blue;31;1285;15511;101;0.299
3879;39;M;2;College;Married;$60K - $80K;Blue;26;0;7786;81;0
12773;43;M;5;Graduate;Unknown;$60K - $80K;Blue;28;1637;14833;114;0.128
6224;32;M;0;High School;Single;$60K - $80K;Blue;36;1965;13630;124;0.316
9594;40;M;3;Unknown;Single;$60K - $80K;Blue;34;2517;14213;100;0.262
12518;49;M;2;Unknown;Married;Less than $40K;Silver;44;1722;14276;96;0.138
2783;56;F;1;College;Single;Less than $40K;Blue;48;1763;3967;42;0.633
3773;60;F;0;Graduate;Married;Less than $40K;Blue;55;0;14264;118;0
19281;41;F;5;High School;Married;$40K - $60K;Silver;36;1805;15423;110;0.094
14806;43;F;5;Graduate;Married;Less than $40K;Silver;33;2517;4804;57;0.17
7473;32;M;0;Graduate;Divorced;$40K - $60K;Blue;36;1253;13400;104;0.168
3108;47;F;2;High School;Single;Less than $40K;Blue;41;1978;14965;127;0.636
34516;46;M;3;Graduate;Divorced;$80K - $120K;Blue;33;975;12871;104;0.028
27742;41;M;2;Graduate;Single;$120K +;Blue;37;2517;8646;85;0.091
14563;51;F;1;Uneducated;Single;Less than $40K;Silver;41;1309;6408;70;0.09
10286;58;M;2;Uneducated;Single;$80K - $120K;Blue;46;0;8199;59;0
7791;48;F;2;Graduate;Divorced;Unknown;Blue;43;1472;13945;107;0.189
3733;53;F;3;Uneducated;Married;Less than $40K;Blue;47;1620;15200;118;0.434
34516;52;M;1;Graduate;Single;$80K - $120K;Silver;44;1618;11603;109;0.047
14416;45;F;4;High School;Single;Less than $40K;Silver;36;0;13820;99;0
34516;41;M;3;Uneducated;Married;$120K +;Blue;36;0;5603;56;0
12033;37;F;2;Graduate;Divorced;Less than $40K;Silver;32;1025;12603;106;0.085
34516;44;M;4;High School;Single;$60K - $80K;Gold;29;1930;12478;97;0.056
3243;49;F;2;Unknown;Married;Less than $40K;Blue;41;0;6059;71;0
9761;32;F;2;Unknown;Married;Less than $40K;Blue;20;1470;14334;97;0.151
5723;36;F;2;Graduate;Married;Less than $40K;Blue;30;0;12403;120;0
9947;47;F;3;Graduate;Divorced;Less than $40K;Blue;41;2496;14576;110;0.251
3599;49;M;0;Uneducated;Married;$60K - $80K;Blue;38;0;13324;110;0
12648;58;M;2;Doctorate;Married;$120K +;Blue;48;1604;14465;125;0.127
4572;45;M;3;Uneducated;Married;$40K - $60K;Blue;28;0;3555;42;0
4021;53;F;5;Unknown;Married;Less than $40K;Blue;42;1745;14567;120;0.434
25601;45;M;5;High School;Married;$80K - $120K;Blue;25;1384;12896;100;0.054
25428;44;M;4;Uneducated;Unknown;$80K - $120K;Blue;36;1528;13360;97;0.06
4216;54;M;3;Post-Graduate;Single;$40K - $60K;Blue;44;1290;13787;121;0.306
3140;38;F;2;High School;Married;$40K - $60K;Blue;27;2517;13677;122;0.802
21161;46;M;3;Doctorate;Married;$60K - $80K;Blue;31;1198;13119;104;0.057
5877;41;F;2;Uneducated;Married;Unknown;Blue;32;1713;15106;91;0.291
9074;48;F;2;Doctorate;Married;$40K - $60K;Blue;36;1648;14084;110;0.182
4142;53;M;2;High School;Single;$60K - $80K;Blue;49;2252;15078;117;0.544
3152;39;M;3;Graduate;Married;$40K - $60K;Blue;29;1174;13670;117;0.372
15987;48;F;4;Graduate;Single;Less than $40K;Platinum;37;0;7681;71;0
8919;41;M;3;Graduate;Single;$40K - $60K;Blue;36;1723;13719;96;0.193
24927;54;F;2;Uneducated;Married;Unknown;Blue;42;1273;14603;113;0.051
3308;49;M;2;High School;Divorced;$40K - $60K;Blue;36;2150;15019;101;0.65
6157;61;M;1;Graduate;Unknown;$60K - $80K;Blue;53;581;4041;65;0.094
33889;41;M;3;Unknown;Married;$60K - $80K;Silver;35;1203;14954;112;0.035
33552;52;M;2;Uneducated;Unknown;$120K +;Blue;42;1252;14490;98;0.037
34516;44;M;3;Unknown;Single;$120K +;Silver;39;2123;14242;107;0.062
19594;33;F;3;Unknown;Single;$40K - $60K;Silver;36;971;12429;111;0.05
7349;37;M;2;Graduate;Single;$60K - $80K;Blue;28;994;13970;109;0.135
14803;52;F;3;Graduate;Single;$40K - $60K;Blue;45;985;14426;87;0.067
3536;51;F;3;Uneducated;Married;Less than $40K;Blue;46;0;3281;39;0
19333;43;M;4;Uneducated;Divorced;$80K - $120K;Blue;36;0;7847;63;0
11605;54;F;1;High School;Married;Less than $40K;Silver;44;1470;12592;117;0.127
3329;31;F;0;Uneducated;Divorced;Less than $40K;Blue;22;0;13109;114;0
3961;40;F;4;High School;Single;Less than $40K;Blue;36;1531;12631;100;0.387
5975;49;F;4;Uneducated;Unknown;Less than $40K;Blue;45;2045;13090;102;0.342
3735;60;M;1;Uneducated;Married;$40K - $60K;Blue;47;1175;8193;66;0.315
5780;62;F;0;Uneducated;Single;Less than $40K;Blue;36;0;6613;40;0
19141;44;M;2;Graduate;Married;$80K - $120K;Blue;36;1933;15203;114;0.101
3461;43;F;3;Graduate;Unknown;Less than $40K;Blue;37;1767;13179;122;0.511
29394;56;M;2;High School;Married;$80K - $120K;Blue;43;1002;14901;92;0.034
24250;35;M;4;High School;Single;$80K - $120K;Blue;26;0;12593;99;0
16191;40;F;4;Graduate;Married;$40K - $60K;Silver;32;0;13452;107;0
7261;52;M;2;High School;Divorced;$60K - $80K;Blue;42;1443;14533;108;0.199
4023;29;M;0;High School;Single;$40K - $60K;Blue;36;1437;12510;96;0.357
3764;52;M;0;High School;Single;$60K - $80K;Blue;39;0;6574;69;0
3767;49;F;3;Unknown;Married;Less than $40K;Blue;36;1106;15578;126;0.294
6407;37;M;3;Graduate;Married;$60K - $80K;Blue;28;478;9322;77;0.075
5822;47;F;3;Unknown;Married;$40K - $60K;Blue;36;0;3240;38;0
33711;32;M;1;Uneducated;Single;$60K - $80K;Silver;36;1437;14880;134;0.043
31699;44;F;3;Graduate;Married;Unknown;Silver;34;1976;13653;113;0.062
3429;47;M;5;College;Single;$80K - $120K;Blue;41;1779;14107;99;0.519
8858;45;M;3;Graduate;Unknown;$120K +;Blue;36;1359;14223;103;0.153
7064;46;M;2;Graduate;Divorced;$60K - $80K;Blue;41;1234;13791;103;0.175
15487;34;F;3;Graduate;Married;Less than $40K;Gold;36;1847;7031;67;0.119
3600;39;F;4;High School;Married;Less than $40K;Blue;36;2072;14137;116;0.576
34516;46;M;4;College;Single;$120K +;Blue;36;585;14319;96;0.017
34516;50;M;3;High School;Married;$80K - $120K;Silver;36;2292;8045;71;0.066
2490;45;F;2;Uneducated;Married;Less than $40K;Blue;27;1059;12257;101;0.425
33870;56;M;1;Uneducated;Married;$80K - $120K;Blue;36;0;7661;61;0
34516;50;M;2;Uneducated;Unknown;$120K +;Blue;38;397;7454;81;0.012
23760;30;M;0;Unknown;Single;$60K - $80K;Blue;20;1349;13124;103;0.057
4005;53;F;4;Graduate;Married;Less than $40K;Blue;36;0;7022;75;0
29239;60;M;0;College;Married;$80K - $120K;Blue;50;0;8169;65;0
34516;41;M;4;Graduate;Single;$80K - $120K;Silver;29;0;3526;53;0
3391;42;F;3;Graduate;Single;Less than $40K;Blue;32;1359;13212;107;0.401
4598;31;F;0;Graduate;Single;Less than $40K;Blue;21;0;6317;77;0
34516;51;M;4;Graduate;Single;$80K - $120K;Silver;42;230;8629;65;0.007
3435;45;M;5;Uneducated;Married;$80K - $120K;Blue;34;2517;5567;51;0.733
17540;55;M;2;Uneducated;Single;$60K - $80K;Blue;36;1337;14244;96;0.076
31346;51;M;3;Doctorate;Single;$80K - $120K;Blue;38;1318;13303;92;0.042
4342;28;M;0;Uneducated;Single;Less than $40K;Blue;20;893;17064;116;0.206
3842;44;F;5;Graduate;Divorced;Less than $40K;Blue;38;2459;13598;119;0.64
3785;51;F;2;Graduate;Single;$40K - $60K;Blue;36;1329;15209;104;0.351
6797;48;M;5;College;Married;Less than $40K;Blue;39;2239;16171;112;0.329
9682;44;M;4;Graduate;Single;$60K - $80K;Blue;39;1727;14991;95;0.178
3319;40;F;3;Graduate;Single;Less than $40K;Blue;30;0;4840;44;0
7664;34;M;4;Unknown;Single;Less than $40K;Blue;23;1785;15077;126;0.233
30498;47;M;3;Graduate;Single;$60K - $80K;Silver;36;1990;16202;120;0.065
19962;50;F;2;High School;Married;Unknown;Blue;40;0;14703;119;0
21398;61;M;0;College;Single;$80K - $120K;Blue;50;0;3119;53;0
4746;56;F;2;Unknown;Married;Less than $40K;Blue;48;0;7154;66;0
20434;46;M;3;Graduate;Divorced;$80K - $120K;Blue;36;1504;13280;106;0.074
29531;49;M;5;Graduate;Married;$60K - $80K;Silver;38;2088;15039;120;0.071
3730;56;M;1;Uneducated;Divorced;$120K +;Blue;36;0;13997;102;0
10688;41;M;2;Post-Graduate;Married;$40K - $60K;Blue;36;653;13866;98;0.061
4668;56;F;5;Unknown;Single;Less than $40K;Blue;36;2517;8331;63;0.539
22725;35;M;3;Unknown;Single;$40K - $60K;Gold;19;808;13847;120;0.036
8155;40;M;3;Unknown;Single;$40K - $60K;Blue;36;1178;14955;102;0.144
18266;41;F;3;Doctorate;Married;$40K - $60K;Silver;33;822;14615;124;0.045
10492;46;M;4;Uneducated;Single;$80K - $120K;Blue;36;1094;13764;104;0.104
6380;56;F;2;High School;Married;$40K - $60K;Blue;49;2517;13945;97;0.395
19055;37;F;5;Unknown;Married;$40K - $60K;Silver;36;2517;15091;124;0.132
3477;51;M;2;College;Single;$120K +;Blue;36;752;13627;120;0.216
3277;36;F;1;Uneducated;Single;Less than $40K;Blue;32;0;14252;127;0
34516;49;M;4;Post-Graduate;Married;$120K +;Silver;41;0;13376;129;0
3616;35;F;2;Unknown;Married;Less than $40K;Blue;22;1155;15391;94;0.319
3973;46;F;4;Unknown;Single;Less than $40K;Blue;36;0;13740;131;0
4318;45;F;3;Graduate;Unknown;$40K - $60K;Blue;35;2359;12867;118;0.546
7660;48;F;2;High School;Unknown;Unknown;Blue;31;764;14844;100;0.1
3515;46;F;3;Graduate;Divorced;Unknown;Blue;36;0;15079;116;0
13313;36;F;0;Unknown;Married;Less than $40K;Silver;19;0;15549;121;0
4541;30;F;1;College;Single;Less than $40K;Blue;36;0;7996;80;0
8284;49;F;1;Graduate;Married;Less than $40K;Blue;44;797;13092;102;0.096
3768;31;M;0;Post-Graduate;Married;Less than $40K;Blue;21;0;6639;71;0
14382;35;M;3;High School;Married;$40K - $60K;Blue;27;1950;12941;131;0.136
10798;54;F;1;High School;Single;Unknown;Blue;36;1378;13681;105;0.128
23981;49;M;3;Graduate;Single;$40K - $60K;Gold;36;1408;14455;96;0.059
22729;40;M;3;Graduate;Married;$60K - $80K;Blue;23;1581;13672;110;0.07
27670;41;F;2;High School;Single;Unknown;Blue;30;0;13854;124;0
3423;37;F;4;Uneducated;Married;Less than $40K;Blue;26;647;14308;124;0.189
33874;46;F;4;Unknown;Single;Unknown;Silver;34;1473;13753;98;0.043
3175;61;F;0;High School;Married;Less than $40K;Blue;36;1116;14071;101;0.351
7979;45;M;3;Graduate;Married;$40K - $60K;Blue;40;0;5056;63;0
13679;41;M;2;Unknown;Single;$80K - $120K;Blue;28;2267;15180;103;0.166
14767;47;F;2;Uneducated;Unknown;Less than $40K;Silver;36;948;13090;104;0.064
34516;44;M;2;Uneducated;Single;$80K - $120K;Silver;36;569;8570;68;0.016
4650;61;M;0;Unknown;Single;$120K +;Blue;46;1162;7976;74;0.25
3592;45;F;2;Graduate;Married;$40K - $60K;Blue;40;865;12777;95;0.241
32535;31;M;0;High School;Married;$60K - $80K;Silver;24;1722;15738;116;0.053
3214;42;M;2;Unknown;Single;$120K +;Blue;35;1471;14557;114;0.458
4819;32;M;1;High School;Single;$40K - $60K;Blue;36;2134;9330;64;0.443
16433;42;M;2;Graduate;Married;$80K - $120K;Blue;31;0;13678;125;0
12174;49;M;4;Unknown;Married;$80K - $120K;Blue;44;1361;14743;121;0.112
9230;52;F;3;Graduate;Married;Less than $40K;Blue;40;1518;14082;99;0.164
6867;39;M;3;Post-Graduate;Married;$60K - $80K;Blue;36;776;14119;97;0.113
34516;51;M;4;College;Single;$120K +;Gold;33;1848;14149;103;0.054
18046;52;M;2;High School;Married;$80K - $120K;Blue;36;0;13758;104;0
7680;40;M;3;Graduate;Single;$40K - $60K;Blue;27;1589;13617;105;0.207
7825;38;F;2;Uneducated;Married;Less than $40K;Blue;36;0;14326;100;0
5002;41;M;5;College;Married;$60K - $80K;Blue;31;1945;16161;109;0.389
34516;27;M;0;College;Unknown;$80K - $120K;Silver;19;1131;14716;112;0.033
4755;50;F;3;Graduate;Married;$40K - $60K;Blue;41;0;15999;109;0
22104;58;M;1;Uneducated;Single;$80K - $120K;Blue;40;1783;13830;112;0.081
29038;53;M;2;Post-Graduate;Single;$60K - $80K;Silver;47;2295;12025;103;0.079
4620;40;M;3;High School;Single;$80K - $120K;Blue;36;0;6644;61;0
34516;58;M;1;High School;Married;$80K - $120K;Blue;50;1341;13988;127;0.039
11463;41;F;3;Graduate;Single;Less than $40K;Silver;30;0;14511;105;0
6224;59;M;2;Graduate;Single;$60K - $80K;Blue;50;0;8291;69;0
19252;53;M;1;Unknown;Married;$120K +;Blue;36;751;14074;112;0.039
34516;53;M;1;Graduate;Single;$80K - $120K;Blue;47;1583;12906;100;0.046
3232;31;M;1;Unknown;Single;$40K - $60K;Blue;20;1564;13142;112;0.484
34516;44;M;2;Uneducated;Married;$120K +;Platinum;36;1421;14465;114;0.041
23981;47;F;4;Uneducated;Married;$40K - $60K;Gold;34;0;4536;61;0
4822;47;F;2;College;Single;Less than $40K;Blue;40;1882;13816;121;0.39
34516;46;M;2;Graduate;Unknown;$120K +;Silver;39;1381;14696;114;0.04
12100;53;F;2;Graduate;Married;Less than $40K;Silver;45;1350;13138;115;0.112
20466;40;M;3;Unknown;Divorced;$60K - $80K;Blue;24;1138;15121;97;0.056
17887;42;M;3;Graduate;Single;$60K - $80K;Blue;37;1821;14544;116;0.102
23399;33;M;3;Graduate;Married;$60K - $80K;Blue;15;0;9356;74;0
13026;45;F;2;Unknown;Single;Less than $40K;Silver;36;789;14747;100;0.061
15698;61;F;1;Graduate;Unknown;$40K - $60K;Silver;48;2000;12980;82;0.127
5590;31;M;1;Unknown;Married;$40K - $60K;Blue;36;875;14643;127;0.157
17575;47;M;2;Post-Graduate;Single;$60K - $80K;Blue;39;618;15473;128;0.035
29528;46;M;2;Graduate;Married;$80K - $120K;Blue;39;1769;14428;119;0.06
34516;54;M;2;Post-Graduate;Married;$60K - $80K;Platinum;42;1996;15033;114;0.058
4147;60;F;0;High School;Married;Less than $40K;Blue;36;2262;14624;111;0.545
12494;55;F;2;Graduate;Married;Unknown;Blue;36;0;7026;69;0
34516;32;M;2;Graduate;Single;$120K +;Gold;22;1692;7486;64;0.049
13411;49;F;1;Unknown;Married;Less than $40K;Silver;40;1736;12493;113;0.129
34516;41;M;3;Unknown;Married;$120K +;Blue;33;638;13085;139;0.018
17646;45;M;2;College;Married;$60K - $80K;Blue;34;1396;15527;106;0.079
11121;45;M;3;Uneducated;Single;$60K - $80K;Blue;36;1296;13814;81;0.117
4109;30;M;0;College;Single;$60K - $80K;Blue;24;0;8642;77;0
6176;44;M;2;High School;Married;$120K +;Blue;31;905;15102;95;0.147
4512;40;F;5;Graduate;Unknown;Less than $40K;Blue;36;1172;14414;98;0.26
32791;31;M;0;Graduate;Married;$80K - $120K;Blue;36;1607;13177;106;0.049
4772;40;F;3;Uneducated;Divorced;Less than $40K;Blue;35;2004;14748;118;0.42
10602;56;M;1;Unknown;Unknown;$60K - $80K;Blue;43;1083;14084;91;0.102
7953;47;M;4;Unknown;Unknown;$80K - $120K;Blue;42;0;8670;74;0
8022;29;M;0;Post-Graduate;Divorced;$60K - $80K;Blue;15;0;5660;59;0
34516;38;M;3;High School;Single;$120K +;Blue;27;0;13781;106;0
9092;56;F;2;Unknown;Married;Less than $40K;Blue;48;1363;14779;94;0.15
5541;53;F;1;Graduate;Single;Less than $40K;Blue;44;2517;9195;73;0.454
7204;56;M;0;Doctorate;Single;$80K - $120K;Blue;47;0;14042;113;0
4548;27;F;0;Graduate;Unknown;Less than $40K;Blue;36;1450;14330;131;0.319
3860;38;F;2;Graduate;Single;Less than $40K;Blue;26;1175;14474;118;0.304
14581;48;M;2;High School;Married;Less than $40K;Silver;36;2517;17628;109;0.173
3084;44;F;3;High School;Single;Less than $40K;Blue;34;0;12739;96;0
12375;49;M;4;Uneducated;Unknown;$60K - $80K;Blue;44;2263;14500;106;0.183
23981;36;M;2;College;Married;$40K - $60K;Gold;23;0;15236;120;0
19534;30;M;0;College;Married;$60K - $80K;Blue;25;0;15634;118;0
22993;42;M;3;High School;Married;$80K - $120K;Blue;36;0;7867;75;0
34516;51;M;2;Unknown;Single;$120K +;Silver;31;585;13534;104;0.017
15164;59;M;1;Unknown;Single;$40K - $60K;Silver;51;1071;13062;103;0.071
7231;45;M;4;Graduate;Married;Less than $40K;Blue;36;1047;15571;115;0.145
34516;56;M;2;College;Single;$60K - $80K;Gold;43;2022;13633;116;0.059
34516;31;M;2;Graduate;Unknown;$80K - $120K;Silver;22;1780;14185;98;0.052
9215;48;F;3;Graduate;Single;$40K - $60K;Blue;42;639;13345;114;0.069
25438;32;M;2;Graduate;Married;$80K - $120K;Blue;36;1907;16485;104;0.075
3759;46;F;3;High School;Single;Less than $40K;Blue;36;0;15331;106;0
3029;52;F;2;High School;Single;Less than $40K;Blue;36;2267;14934;113;0.748
4203;30;F;0;Graduate;Divorced;Less than $40K;Blue;18;996;7292;68;0.237
21526;48;M;4;High School;Married;$80K - $120K;Blue;36;1320;14441;105;0.061
12207;55;F;2;Graduate;Married;Less than $40K;Silver;45;0;5838;74;0
32089;39;F;2;Graduate;Single;Unknown;Silver;35;1971;13796;121;0.061
